request_count,endpoint_hits,global_traffic,hour,label
19,2,93,10,0
1,5,73,6,0
15,5,32,5,0
1,2,85,12,0
9,3,61,13,0
1,5,99,7,0
5,5,35,23,0
8,2,85,23,0
6,2,70,0,0
9,5,84,0,0
5,2,72,2,0
12,2,70,23,0
14,4,91,7,0
19,5,64,10,0
18,3,59,14,0
9,5,22,3,0
5,1,93,16,0
18,4,57,8,0
19,3,20,5,0
8,3,92,11,0
5,4,93,7,0
12,2,97,1,0
12,5,95,22,0
10,3,60,0,0
13,3,73,19,0
2,3,70,4,0
13,4,50,0,0
6,1,26,12,0
14,1,68,17,0
11,2,56,13,0
10,2,73,21,0
20,5,83,8,0
13,2,74,12,0
17,5,75,2,0
8,2,67,6,0
19,3,68,17,0
13,1,52,14,0
11,3,46,13,0
1,1,89,20,0
7,5,88,2,0
6,3,54,23,0
2,5,69,12,0
19,2,31,23,0
18,5,64,18,0
9,3,81,20,0
19,4,95,12,0
18,1,51,0,0
11,4,50,14,0
13,2,69,23,0
11,3,48,5,0
12,3,30,4,0
10,2,55,8,0
10,2,66,5,0
8,1,100,20,0
1,4,73,4,0
9,5,44,3,0
10,3,24,22,0
18,3,64,12,0
1,2,21,8,0
15,1,33,9,0
15,4,32,19,0
9,4,75,14,0
5,1,79,23,0
9,2,30,10,0
2,4,22,13,0
11,2,87,13,0
20,3,36,10,0
15,2,27,23,0
18,1,52,23,0
2,4,98,13,0
14,5,64,0,0
3,5,91,16,0
11,1,93,10,0
19,2,28,11,0
4,2,45,22,0
17,5,41,5,0
12,5,78,21,0
1,3,84,2,0
8,5,64,6,0
9,2,64,12,0
18,5,88,4,0
13,5,49,4,0
16,3,99,9,0
13,2,78,2,0
16,3,59,6,0
13,5,71,8,0
14,1,72,3,0
11,4,57,13,0
14,3,41,20,0
16,2,97,17,0
6,3,75,6,0
11,1,94,10,0
6,3,22,17,0
10,4,85,8,0
16,1,56,23,0
18,4,74,13,0
6,2,24,23,0
10,5,58,21,0
11,4,28,8,0
14,1,73,22,0
18,1,25,10,0
3,2,69,2,0
17,4,39,19,0
9,1,49,0,0
20,4,25,9,0
19,2,38,12,0
6,5,29,3,0
15,4,22,0,0
15,4,38,2,0
5,1,52,15,0
16,1,38,15,0
14,3,80,17,0
1,1,88,5,0
10,1,98,0,0
16,5,95,17,0
12,5,49,5,0
11,5,91,15,0
19,3,45,19,0
6,4,79,4,0
6,5,43,16,0
4,2,23,7,0
11,4,29,10,0
6,2,60,7,0
14,1,81,3,0
10,1,54,17,0
14,3,68,21,0
19,3,77,20,0
14,1,67,23,0
14,4,85,22,0
11,1,37,1,0
4,5,55,23,0
14,3,25,15,0
10,4,53,5,0
7,1,34,6,0
2,3,91,15,0
2,1,88,12,0
5,2,76,8,0
11,1,60,23,0
6,5,23,13,0
17,1,45,15,0
11,3,35,3,0
19,3,82,11,0
17,4,68,2,0
1,1,39,5,0
18,4,51,8,0
3,2,60,2,0
15,5,92,7,0
11,3,69,11,0
5,1,97,17,0
15,1,83,5,0
9,1,29,11,0
8,3,91,15,0
19,1,20,9,0
16,2,92,13,0
16,1,28,8,0
3,3,40,6,0
9,3,45,17,0
12,3,32,3,0
13,5,87,3,0
2,1,61,5,0
8,2,23,6,0
2,1,62,19,0
19,1,27,16,0
11,2,26,20,0
20,3,79,12,0
20,2,96,4,0
6,5,96,22,0
1,4,43,9,0
19,4,73,12,0
12,1,31,0,0
13,1,82,15,0
15,4,100,17,0
16,1,56,14,0
20,1,21,5,0
2,2,78,2,0
5,4,54,19,0
5,2,40,8,0
5,4,54,15,0
13,5,73,22,0
6,3,39,13,0
15,1,45,7,0
16,2,80,15,0
3,1,94,1,0
16,1,97,17,0
16,3,93,19,0
1,1,42,7,0
13,1,51,6,0
13,4,79,13,0
15,4,35,7,0
15,5,87,1,0
5,4,98,23,0
11,5,96,6,0
9,3,90,21,0
1,4,98,13,0
7,2,80,8,0
14,5,95,19,0
18,5,81,12,0
16,2,70,17,0
16,5,41,21,0
2,1,97,3,0
6,4,21,1,0
4,1,40,2,0
6,2,34,12,0
9,1,26,9,0
1,1,46,6,0
14,5,64,1,0
7,4,65,16,0
14,3,47,19,0
2,1,32,7,0
9,1,79,18,0
12,5,100,5,0
14,3,43,6,0
14,5,87,19,0
17,2,21,22,0
5,3,24,16,0
4,1,24,8,0
1,4,76,14,0
8,1,52,4,0
16,2,91,7,0
3,5,92,13,0
12,5,40,12,0
1,4,39,0,0
8,1,89,1,0
7,2,73,16,0
14,2,81,20,0
20,3,78,15,0
3,3,39,15,0
16,4,78,3,0
9,2,66,9,0
1,5,100,18,0
9,1,81,20,0
8,4,27,22,0
2,4,88,23,0
17,5,49,6,0
10,1,52,20,0
18,3,28,19,0
11,5,86,7,0
8,5,80,14,0
16,3,62,3,0
8,1,40,23,0
18,1,58,23,0
10,3,58,11,0
3,2,31,1,0
12,1,95,4,0
10,1,27,18,0
14,1,21,1,0
14,3,50,22,0
15,3,91,16,0
3,4,35,18,0
11,2,58,11,0
16,1,52,16,0
19,5,23,9,0
11,1,100,20,0
12,5,73,19,0
17,3,96,11,0
15,3,31,0,0
16,3,57,20,0
10,5,91,5,0
10,3,88,2,0
8,4,95,19,0
9,2,57,20,0
20,4,49,9,0
18,3,52,21,0
18,3,64,11,0
6,5,33,1,0
11,5,66,17,0
6,3,86,13,0
3,5,100,7,0
15,2,62,21,0
14,4,28,8,0
9,1,46,7,0
15,5,95,6,0
3,3,72,20,0
20,2,79,5,0
8,5,30,5,0
11,3,90,12,0
13,2,43,18,0
4,4,100,10,0
14,5,70,10,0
9,5,86,7,0
17,4,58,5,0
16,3,23,3,0
4,1,30,9,0
14,2,62,19,0
8,3,34,23,0
10,1,30,18,0
14,2,82,8,0
4,2,43,0,0
19,2,69,1,0
10,1,52,1,0
14,5,76,13,0
3,3,89,9,0
13,3,22,18,0
15,5,82,14,0
2,5,83,5,0
9,1,32,23,0
16,2,22,18,0
19,5,84,2,0
5,2,66,15,0
2,2,28,1,0
5,2,30,15,0
8,5,91,2,0
4,4,84,22,0
11,1,66,11,0
19,3,52,4,0
10,5,82,21,0
17,3,95,1,0
16,1,91,16,0
13,5,88,4,0
5,3,90,18,0
3,2,49,23,0
20,3,46,1,0
20,5,32,3,0
7,4,90,5,0
19,5,77,4,0
2,4,21,5,0
14,3,71,14,0
4,4,62,8,0
11,2,52,0,0
8,2,76,15,0
2,5,49,19,0
1,4,24,20,0
13,4,58,0,0
17,4,76,0,0
20,1,36,19,0
20,5,72,8,0
6,1,69,13,0
20,5,32,8,0
4,3,86,1,0
20,5,48,23,0
8,2,76,18,0
16,2,60,15,0
10,4,73,5,0
6,5,56,21,0
8,5,65,6,0
2,2,86,9,0
7,5,67,7,0
16,5,23,11,0
7,2,37,11,0
18,3,36,9,0
5,4,47,17,0
9,2,100,12,0
12,5,41,2,0
10,2,85,20,0
12,1,78,12,0
17,3,59,5,0
13,1,56,13,0
20,2,96,10,0
12,4,94,2,0
15,5,41,13,0
9,1,85,4,0
17,3,33,17,0
6,1,39,11,0
8,5,46,15,0
20,4,61,10,0
12,5,77,2,0
16,4,31,20,0
7,5,49,14,0
4,3,24,0,0
16,3,51,5,0
14,2,65,1,0
9,1,20,14,0
6,1,83,15,0
20,3,88,16,0
3,1,85,23,0
1,5,39,21,0
1,4,82,1,0
3,3,30,0,0
13,2,98,4,0
11,5,54,4,0
15,2,23,17,0
2,5,25,20,0
13,2,56,14,0
15,1,60,15,0
14,5,64,17,0
11,4,86,2,0
5,1,87,1,0
2,3,71,23,0
13,1,21,18,0
4,1,61,19,0
18,2,77,3,0
1,3,84,22,0
7,4,66,11,0
12,5,95,17,0
16,5,71,1,0
8,5,35,4,0
17,4,81,3,0
18,5,39,16,0
9,4,81,16,0
15,3,78,23,0
15,1,87,17,0
17,1,67,3,0
12,1,47,23,0
14,5,35,14,0
16,3,52,14,0
13,5,63,22,0
10,2,69,0,0
13,5,69,3,0
2,1,93,7,0
19,3,57,23,0
6,1,87,4,0
10,1,86,22,0
6,4,84,4,0
14,1,81,15,0
10,5,58,5,0
12,1,24,1,0
20,4,97,23,0
16,3,37,2,0
1,3,43,18,0
20,5,44,5,0
3,4,40,14,0
15,4,85,10,0
1,3,93,21,0
13,1,98,1,0
13,2,91,7,0
13,1,54,12,0
20,2,85,20,0
11,1,76,4,0
1,3,52,14,0
8,3,30,11,0
8,5,39,0,0
15,1,31,5,0
20,5,53,15,0
12,1,48,20,0
6,3,65,14,0
12,1,28,0,0
14,1,94,16,0
12,2,66,20,0
12,1,37,14,0
15,4,81,8,0
10,2,76,2,0
14,2,28,1,0
6,5,39,6,0
4,4,80,17,0
7,4,67,14,0
8,5,32,0,0
16,5,55,20,0
17,4,65,21,0
5,1,54,9,0
18,4,38,2,0
2,4,43,3,0
20,5,34,10,0
8,3,57,13,0
8,5,65,8,0
3,1,86,2,0
12,4,97,16,0
4,1,96,4,0
12,4,50,2,0
14,1,93,2,0
9,4,95,2,0
13,1,99,15,0
18,4,71,15,0
1,4,26,19,0
16,5,73,9,0
7,2,55,7,0
15,5,27,4,0
17,4,83,14,0
20,1,69,3,0
15,5,59,15,0
15,4,47,13,0
7,5,99,1,0
18,4,80,15,0
12,1,23,6,0
2,1,42,23,0
5,4,80,5,0
7,1,59,0,0
3,4,26,4,0
13,3,33,7,0
16,4,91,17,0
12,1,78,2,0
7,5,22,23,0
10,1,98,3,0
11,3,22,10,0
19,2,49,22,0
17,2,75,14,0
6,3,89,17,0
13,1,45,4,0
18,2,83,1,0
17,2,30,22,0
10,1,66,10,0
19,4,30,8,0
11,4,71,21,0
9,2,99,14,0
3,3,89,6,0
1,4,22,14,0
6,4,37,11,0
15,3,67,0,0
12,3,40,14,0
12,3,77,10,0
9,3,75,5,0
14,1,24,17,0
11,5,96,8,0
14,3,85,15,0
13,4,28,18,0
17,4,87,9,0
20,2,92,11,0
10,3,88,14,0
11,3,53,10,0
14,3,22,1,0
3,4,87,7,0
1,4,73,2,0
12,1,41,5,0
15,5,81,21,0
13,1,34,4,0
5,2,91,12,0
7,3,89,10,0
12,3,36,1,0
8,1,69,17,0
16,5,66,6,0
15,4,91,11,0
10,1,53,14,0
17,1,31,4,0
9,5,50,17,0
20,4,43,13,0
19,3,65,0,0
10,5,35,10,0
10,4,42,22,0
2,5,92,20,0
6,3,84,19,0
11,4,87,2,0
5,2,96,3,0
5,3,83,6,0
20,2,29,17,0
14,1,51,23,0
9,3,68,22,0
15,1,99,7,0
20,1,100,20,0
2,4,24,23,0
6,1,54,7,0
8,5,69,17,0
13,1,83,11,0
1,2,85,10,0
14,4,65,22,0
16,3,71,14,0
13,1,95,19,0
18,2,42,9,0
17,1,34,19,0
1,5,23,14,0
9,3,93,12,0
6,4,84,10,0
11,2,60,3,0
15,4,100,6,0
7,3,99,6,0
5,4,80,13,0
3,2,39,9,0
5,5,23,2,0
15,3,40,2,0
2,1,30,11,0
11,4,94,6,0
15,2,54,23,0
11,4,42,11,0
12,4,21,1,0
2,5,48,2,0
19,2,55,19,0
17,1,76,13,0
14,1,55,14,0
2,1,58,4,0
13,3,85,17,0
18,5,44,8,0
7,2,63,14,0
9,1,32,17,0
12,5,31,22,0
5,2,73,8,0
16,3,21,19,0
18,2,24,18,0
18,3,45,20,0
11,1,34,18,0
15,5,40,23,0
2,5,41,5,0
15,1,86,21,0
1,1,84,11,0
19,3,39,5,0
12,3,100,6,0
16,3,98,18,0
11,1,56,2,0
9,3,95,12,0
14,4,98,20,0
8,5,45,21,0
11,3,58,16,0
2,4,28,13,0
14,2,63,4,0
3,3,80,2,0
11,2,90,4,0
20,2,54,15,0
6,5,75,16,0
11,4,79,13,0
13,4,78,20,0
20,3,63,22,0
2,1,84,10,0
15,3,56,11,0
5,1,45,0,0
16,5,24,9,0
1,5,29,6,0
9,1,46,7,0
2,2,77,0,0
9,5,79,2,0
9,1,93,15,0
2,4,21,16,0
19,2,84,23,0
8,5,47,0,0
13,5,67,9,0
6,3,93,2,0
12,4,58,21,0
14,1,74,3,0
19,3,56,17,0
15,3,98,7,0
14,1,35,3,0
14,1,47,21,0
5,3,98,14,0
19,3,40,11,0
13,3,22,11,0
11,5,91,8,0
4,3,79,4,0
18,4,76,14,0
19,2,24,6,0
8,3,26,15,0
7,2,35,1,0
6,2,50,5,0
5,2,98,21,0
18,3,20,9,0
1,5,51,22,0
6,1,65,19,0
5,1,98,15,0
16,5,66,16,0
11,4,77,12,0
7,5,63,21,0
8,3,34,10,0
1,3,30,16,0
8,5,48,1,0
9,1,69,14,0
1,2,49,15,0
18,5,36,12,0
4,3,92,4,0
6,1,55,14,0
18,5,95,18,0
11,4,58,17,0
12,5,40,7,0
6,5,65,0,0
2,5,35,9,0
2,5,58,23,0
10,3,77,6,0
17,2,61,13,0
19,1,57,23,0
18,5,55,2,0
19,4,23,20,0
7,5,61,22,0
13,2,71,15,0
18,2,38,1,0
12,5,51,23,0
17,1,51,9,0
6,1,40,19,0
20,5,25,6,0
19,5,73,5,0
5,3,98,12,0
12,4,88,3,0
1,1,33,11,0
8,2,50,11,0
4,3,58,16,0
2,2,20,5,0
9,4,40,19,0
10,4,43,8,0
12,1,42,11,0
13,2,61,18,0
15,5,72,5,0
4,2,43,22,0
18,1,35,3,0
14,3,80,18,0
5,1,35,4,0
1,1,39,17,0
5,1,58,13,0
8,4,35,17,0
8,1,33,13,0
7,4,51,10,0
15,2,62,6,0
7,4,71,13,0
2,2,71,3,0
12,1,33,7,0
3,1,94,5,0
11,4,62,3,0
19,2,49,5,0
9,2,92,13,0
17,2,80,23,0
12,2,20,14,0
18,2,44,11,0
4,4,63,18,0
1,3,91,23,0
6,3,25,3,0
17,1,50,21,0
4,4,92,3,0
17,1,53,5,0
14,1,93,11,0
6,5,86,8,0
14,5,30,11,0
12,5,64,1,0
20,3,31,18,0
3,2,46,15,0
4,5,27,11,0
20,2,83,10,0
14,1,80,13,0
6,1,97,21,0
10,2,37,16,0
16,5,46,6,0
10,4,63,14,0
11,2,58,23,0
17,3,65,11,0
2,3,69,7,0
8,1,48,15,0
13,1,64,4,0
13,5,26,19,0
5,5,70,3,0
5,4,44,15,0
6,2,24,0,0
9,2,70,7,0
9,3,54,23,0
17,4,53,10,0
1,4,85,23,0
17,5,81,14,0
20,5,22,9,0
15,2,64,23,0
12,2,23,2,0
17,5,86,11,0
16,4,38,6,0
17,1,53,12,0
3,1,66,10,0
2,4,85,14,0
14,4,59,20,0
18,4,50,17,0
5,4,83,13,0
15,5,44,18,0
4,3,48,21,0
3,5,39,9,0
2,2,77,19,0
7,5,83,23,0
9,2,78,6,0
17,5,37,23,0
17,4,92,9,0
14,5,45,8,0
15,5,83,1,0
3,5,27,13,0
16,5,29,8,0
7,5,84,0,0
6,4,47,21,0
1,4,54,4,0
13,2,30,0,0
6,1,37,17,0
1,5,49,3,0
18,5,43,17,0
3,1,46,1,0
10,1,41,1,0
1,1,45,0,0
8,1,37,18,0
2,5,33,9,0
14,4,80,8,0
4,3,94,2,0
5,3,72,19,0
13,5,88,22,0
13,2,25,4,0
16,2,52,7,0
8,5,98,7,0
10,1,51,0,0
20,5,27,2,0
13,1,100,12,0
2,5,61,22,0
13,1,51,19,0
19,3,74,2,0
2,2,94,8,0
19,1,22,7,0
17,2,66,10,0
8,5,91,5,0
14,1,57,16,0
18,3,94,13,0
11,3,87,15,0
7,1,77,3,0
1,2,77,10,0
17,1,26,7,0
18,3,67,23,0
15,1,99,4,0
9,3,55,7,0
19,4,49,19,0
12,3,56,5,0
18,3,32,8,0
20,2,28,18,0
11,1,69,17,0
11,3,70,15,0
1,1,46,17,0
8,2,73,14,0
18,1,64,21,0
13,5,27,21,0
12,1,48,22,0
16,5,67,11,0
15,1,40,23,0
6,4,55,5,0
16,2,92,17,0
10,1,76,17,0
2,2,22,8,0
1,2,81,7,0
11,5,37,11,0
9,3,82,22,0
20,2,68,9,0
16,1,74,13,0
4,1,36,21,0
20,5,23,22,0
2,2,51,4,0
11,2,100,18,0
2,3,93,6,0
3,1,48,15,0
3,4,67,17,0
19,1,45,19,0
3,2,77,22,0
8,1,47,5,0
1,5,59,6,0
3,5,30,7,0
13,5,25,16,0
7,4,35,11,0
2,4,72,21,0
8,1,61,9,0
10,2,80,22,0
15,4,58,3,0
5,3,76,15,0
15,1,37,9,0
1,1,76,10,0
5,4,20,4,0
8,3,75,2,0
6,1,28,4,0
8,3,26,11,0
18,4,51,8,0
16,3,24,1,0
9,4,29,11,0
17,4,86,0,0
8,1,99,0,0
17,3,49,20,0
10,5,41,17,0
16,1,69,13,0
12,2,33,20,0
8,3,39,16,0
6,5,40,0,0
3,1,80,0,0
7,3,79,11,0
14,1,51,10,0
19,2,61,21,0
18,4,64,11,0
6,5,68,12,0
13,4,59,9,0
7,2,55,21,0
5,1,38,2,0
1,2,83,5,0
18,1,49,5,0
3,3,58,6,0
9,5,91,6,0
10,5,68,16,0
1,1,68,23,0
8,1,80,19,0
5,5,76,17,0
4,1,25,2,0
1,4,21,1,0
3,1,32,4,0
13,5,45,6,0
4,1,56,15,0
18,3,99,5,0
6,1,67,8,0
12,4,95,18,0
9,5,49,18,0
8,1,66,20,0
17,4,24,18,0
4,2,48,9,0
5,4,56,3,0
6,5,57,9,0
13,4,56,2,0
11,2,62,17,0
5,1,55,17,0
8,4,100,19,0
10,2,91,17,0
17,2,54,20,0
2,3,72,6,0
5,4,95,8,0
12,5,94,0,0
20,5,66,20,0
14,3,31,19,0
9,3,40,14,0
1,1,83,17,0
2,1,39,17,0
11,2,67,22,0
9,2,62,11,0
14,1,93,3,0
16,5,37,14,0
3,2,74,19,0
15,1,80,19,0
17,1,51,12,0
19,3,58,10,0
3,1,99,3,0
11,1,57,18,0
20,4,54,12,0
9,5,86,12,0
16,4,99,20,0
18,3,35,9,0
9,2,32,21,0
11,4,77,14,0
2,2,26,21,0
16,5,56,5,0
20,4,94,20,0
15,1,39,2,0
17,5,96,21,0
17,4,61,17,0
5,4,54,2,0
5,2,60,15,0
12,2,94,20,0
10,3,98,2,0
1,1,98,14,0
11,2,77,16,0
7,5,68,12,0
9,3,72,0,0
9,1,77,1,0
5,2,41,4,0
3,1,87,0,0
4,2,79,15,0
8,4,60,3,0
11,3,42,19,0
3,2,52,22,0
1,1,89,13,0
15,1,29,17,0
12,1,62,1,0
1,5,90,7,0
9,2,88,14,0
20,5,33,19,0
9,5,21,15,0
8,2,66,2,0
12,3,93,7,0
2,4,56,5,0
5,5,23,2,0
4,5,51,7,0
6,3,25,0,0
7,3,78,21,0
15,4,63,22,0
2,1,93,5,0
7,4,80,8,0
12,5,75,0,0
7,3,49,22,0
13,2,74,16,0
1,4,75,4,0
17,4,51,15,0
10,5,36,2,0
2,5,46,1,0
13,3,42,17,0
13,3,89,16,0
4,3,37,2,0
9,2,34,1,0
3,1,86,23,0
10,5,31,19,0
20,3,86,18,0
17,1,52,8,0
1,3,90,3,0
15,3,53,19,0
2,3,92,21,0
5,2,60,19,0
20,5,95,1,0
8,3,86,8,0
4,3,74,10,0
16,1,91,12,0
17,4,28,22,0
12,4,84,2,0
10,4,38,2,0
6,5,39,15,0
7,4,61,13,0
16,4,91,21,0
13,4,93,10,0
8,4,77,0,0
17,4,96,22,0
5,1,36,13,0
12,3,40,23,0
12,1,21,9,0
4,2,84,23,0
13,5,89,14,0
3,3,76,14,0
9,5,82,10,0
5,1,68,20,0
13,5,58,21,0
20,2,73,20,0
1,4,86,4,0
3,3,45,2,0
17,5,93,21,0
6,3,42,10,0
19,2,30,22,0
15,4,39,2,0
10,1,52,18,0
5,4,97,20,0
3,4,46,18,0
13,4,62,8,0
16,5,99,20,0
18,1,68,2,0
1,3,83,22,0
18,3,97,14,0
14,4,43,4,0
11,1,97,20,0
5,5,100,7,0
13,2,25,6,0
1,3,25,19,0
9,4,90,18,0
6,3,23,4,0
5,5,28,4,0
20,2,49,2,0
4,4,33,4,0
9,2,70,6,0
10,1,94,13,0
9,2,24,6,0
2,5,38,1,0
5,3,60,22,0
14,3,80,9,0
19,5,46,21,0
16,3,52,1,0
17,5,36,15,0
15,1,57,19,0
8,4,56,20,0
2,1,61,1,0
4,2,38,10,0
14,4,78,9,0
16,4,91,10,0
5,5,76,11,0
12,3,52,21,0
12,4,77,22,0
16,3,38,5,0
9,4,92,13,0
8,4,36,8,0
9,2,29,14,0
10,4,100,13,0
7,4,34,15,0
6,5,77,19,0
3,5,72,18,0
13,3,77,20,0
15,3,38,10,0
14,5,33,13,0
3,5,56,11,0
10,3,67,19,0
11,1,79,16,0
16,2,96,15,0
19,5,87,12,0
13,2,28,0,0
10,2,65,17,0
1,2,30,18,0
10,2,52,7,0
4,5,62,22,0
13,3,24,10,0
5,3,96,4,0
9,5,20,17,0
15,2,98,1,0
7,5,38,6,0
10,4,91,13,0
4,3,94,18,0
4,2,91,13,0
15,2,45,11,0
19,4,96,13,0
10,1,99,6,0
7,2,69,5,0
10,5,38,18,0
12,3,91,4,0
6,3,69,10,0
4,2,77,16,0
12,1,99,20,0
16,2,88,23,0
13,3,77,14,0
8,1,44,12,0
14,3,25,23,0
2,2,36,16,0
10,1,56,17,0
5,3,86,18,0
4,4,49,8,0
8,1,86,17,0
18,3,90,18,0
19,1,51,8,0
19,1,50,19,0
11,1,96,7,0
8,3,24,20,0
4,2,38,22,0
10,3,75,5,0
11,5,66,5,0
10,2,21,0,0
4,1,64,7,0
8,2,93,15,0
14,1,87,9,0
2,4,65,4,0
15,5,48,6,0
14,5,96,9,0
2,2,97,19,0
19,3,77,18,0
16,2,60,22,0
15,4,56,13,0
17,5,72,0,0
13,5,29,9,0
11,2,42,10,0
11,3,70,2,0
11,5,28,10,0
20,4,51,20,0
1,1,90,3,0
5,1,87,17,0
2,2,40,14,0
3,2,33,9,0
1,2,79,6,0
7,3,37,1,0
1,5,37,20,0
16,4,57,4,0
10,1,100,5,0
19,2,33,14,0
20,2,80,15,0
10,2,25,17,0
18,1,78,19,0
18,4,33,18,0
9,1,45,2,0
20,4,85,22,0
13,5,70,1,0
19,5,56,9,0
9,5,30,13,0
16,4,77,23,0
20,3,90,4,0
16,3,64,4,0
3,2,66,4,0
11,4,61,21,0
18,1,52,9,0
9,5,38,16,0
17,3,82,10,0
20,4,99,21,0
11,2,44,13,0
1,4,40,18,0
20,5,38,9,0
15,1,41,3,0
20,3,73,19,0
5,5,61,18,0
4,3,72,20,0
3,5,71,9,0
4,3,40,12,0
19,4,22,8,0
2,5,83,20,0
11,3,94,7,0
13,3,55,4,0
17,1,43,1,0
13,5,97,0,0
19,1,78,14,0
18,4,53,5,0
18,2,84,14,0
8,1,59,5,0
16,2,81,9,0
9,4,20,1,0
19,1,59,8,0
4,4,77,21,0
17,1,51,18,0
13,5,90,4,0
18,4,66,5,0
3,5,69,12,0
13,2,71,14,0
1,2,32,8,0
11,2,39,8,0
9,2,68,2,0
5,4,52,3,0
5,1,63,13,0
2,5,73,19,0
19,5,42,14,0
18,2,60,21,0
7,5,23,6,0
4,5,35,18,0
7,3,67,21,0
12,5,65,8,0
19,1,76,6,0
9,2,54,7,0
12,3,89,2,0
20,3,71,11,0
13,2,70,15,0
17,1,75,9,0
13,3,83,17,0
9,3,75,0,0
10,3,35,2,0
7,1,95,5,0
13,4,77,3,0
17,3,99,10,0
12,4,32,5,0
3,4,75,17,0
13,2,55,22,0
9,4,98,19,0
17,3,82,15,0
20,3,98,12,0
1,4,75,8,0
20,4,38,11,0
10,5,54,18,0
1,3,48,16,0
12,3,82,5,0
16,2,40,15,0
13,3,49,5,0
2,3,27,13,0
19,5,46,12,0
15,2,33,11,0
4,3,52,20,0
4,4,42,5,0
3,2,37,14,0
9,5,90,4,0
12,1,30,20,0
17,4,83,0,0
9,2,48,4,0
9,3,83,3,0
15,4,62,17,0
2,5,23,4,0
11,5,88,23,0
17,5,20,16,0
18,5,65,8,0
12,3,27,23,0
17,1,45,6,0
8,5,35,12,0
2,4,62,12,0
19,4,46,11,0
4,2,53,8,0
19,2,52,4,0
11,3,87,3,0
6,5,20,20,0
18,5,68,16,0
6,1,70,11,0
17,3,65,8,0
19,5,70,21,0
14,5,38,5,0
5,3,90,3,0
15,3,88,22,0
12,1,27,0,0
2,5,49,21,0
6,5,60,17,0
15,3,96,18,0
20,5,57,16,0
15,1,42,7,0
9,5,88,5,0
8,2,48,20,0
2,2,99,19,0
10,5,65,3,0
7,5,39,10,0
1,1,89,15,0
15,3,57,6,0
8,1,54,0,0
17,5,85,7,0
6,5,53,12,0
12,5,43,13,0
12,3,100,19,0
15,3,96,2,0
14,4,32,20,0
8,5,99,17,0
7,4,35,12,0
12,2,40,7,0
12,5,83,11,0
3,4,30,13,0
8,4,62,23,0
15,1,88,17,0
20,5,89,9,0
15,5,44,3,0
9,1,29,9,0
18,2,40,22,0
17,3,21,6,0
16,3,69,20,0
2,3,85,19,0
11,3,55,8,0
16,5,87,19,0
18,3,44,16,0
14,4,58,21,0
20,5,74,12,0
1,3,23,9,0
4,2,25,0,0
7,3,35,6,0
3,4,97,2,0
5,3,89,3,0
13,3,21,18,0
5,2,37,11,0
12,3,39,3,0
11,4,60,11,0
7,4,76,9,0
20,1,82,4,0
1,5,87,13,0
2,4,52,12,0
13,2,80,16,0
11,1,73,5,0
7,5,37,14,0
2,2,68,9,0
9,5,29,12,0
9,2,20,12,0
1,4,82,10,0
19,4,81,18,0
6,5,41,23,0
5,5,79,20,0
17,5,60,23,0
2,5,71,5,0
17,4,42,13,0
5,5,44,0,0
18,1,60,8,0
17,1,39,21,0
18,1,21,4,0
6,5,98,6,0
6,3,69,4,0
15,4,41,16,0
20,4,99,22,0
6,5,36,16,0
3,2,24,0,0
10,1,100,23,0
11,1,72,22,0
3,2,98,21,0
17,4,62,22,0
3,2,28,20,0
9,2,41,21,0
10,2,100,9,0
15,5,67,13,0
5,2,98,1,0
9,4,70,8,0
6,1,48,22,0
6,5,61,21,0
19,1,75,11,0
17,1,65,7,0
15,1,76,1,0
6,4,75,0,0
6,2,62,23,0
10,2,20,5,0
17,1,90,14,0
18,4,40,3,0
14,1,35,13,0
5,5,53,17,0
13,4,43,8,0
4,1,100,11,0
12,5,51,9,0
16,3,48,15,0
14,1,28,15,0
16,4,31,21,0
16,4,35,1,0
17,1,90,21,0
18,1,71,11,0
18,2,93,22,0
6,3,73,17,0
5,3,48,21,0
12,4,82,7,0
15,1,67,18,0
14,4,59,11,0
1,3,68,3,0
17,2,96,15,0
14,3,97,22,0
17,5,66,22,0
5,3,22,11,0
12,1,60,20,0
14,3,81,10,0
6,1,90,9,0
14,5,90,12,0
7,3,40,14,0
9,1,21,2,0
7,4,96,14,0
15,4,98,12,0
16,3,59,2,0
4,5,64,13,0
11,1,85,23,0
16,3,49,16,0
5,3,72,22,0
2,1,45,15,0
7,2,38,17,0
18,3,56,17,0
15,4,73,11,0
10,5,30,3,0
2,2,78,21,0
3,2,80,22,0
18,4,90,12,0
7,5,57,20,0
1,3,41,12,0
14,3,45,16,0
3,3,95,18,0
9,1,82,5,0
1,2,86,12,0
15,3,89,2,0
16,3,35,15,0
14,3,45,19,0
10,4,40,5,0
20,5,63,1,0
10,4,55,23,0
8,4,27,17,0
4,1,83,4,0
11,3,55,20,0
10,1,55,15,0
4,1,62,3,0
17,5,28,11,0
9,5,85,5,0
15,3,29,2,0
10,3,25,19,0
18,5,41,6,0
3,1,96,5,0
2,5,75,16,0
18,1,83,8,0
6,5,52,13,0
6,1,92,19,0
8,4,46,17,0
7,5,29,20,0
13,3,24,1,0
9,4,76,0,0
7,3,72,12,0
11,2,78,6,0
5,5,56,6,0
9,3,74,22,0
20,3,53,23,0
9,3,67,12,0
7,5,74,22,0
15,5,35,8,0
7,1,41,11,0
15,5,93,19,0
15,2,32,20,0
19,4,53,1,0
